age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,probability,prediction,batch_id,drift_strength
40,Private,175262,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,12618,0,55,Mexico,0,0.9984594378952691,1,4,0.6
59,Private,178341,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1459,0,61,United-States,1,0.052217326627193916,0,4,0.6
27,Self-emp-not-inc,404998,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0.03968904333106433,0,4,0.6
69,Self-emp-not-inc,771836,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Male,3196,0,55,United-States,0,0.027531522779463233,0,4,0.6
37,Private,40955,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,0.9170945160998815,1,4,0.6
51,Private,91506,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,40,United-States,1,0.9981429865837531,1,4,0.6
35,,44793,HS-grad,9,Never-married,,Not-in-family,White,Male,13949,0,55,United-States,0,0.9982551585943871,1,4,0.6
35,Private,203482,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.1637706702701362,0,4,0.6
21,Private,267040,10th,6,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0,0.017780462290627876,0,4,0.6
38,Self-emp-inc,71009,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,7298,0,40,,1,0.9957650740671857,1,4,0.6
29,,499935,Assoc-voc,11,Never-married,,Unmarried,White,Female,0,0,40,United-States,0,0.03147063978236021,0,4,0.6
44,Private,165599,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0,0.6669254053346668,1,4,0.6
21,Private,323497,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,36,United-States,0,0.005501209977488904,0,4,0.6
57,Self-emp-not-inc,220978,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9937,0,65,United-States,0,0.9984973760036797,1,4,0.6
59,Private,88564,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Male,14415,0,35,United-States,0,0.9960413407864309,1,4,0.6
25,Private,161027,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,5178,0,40,United-States,1,0.9757276300926587,1,4,0.6
64,Private,146015,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1065,0,55,United-States,0,0.09717160467037311,0,4,0.6
55,Private,131899,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7216,0,55,United-States,1,0.9982391815815448,1,4,0.6
55,Private,281138,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Female,5539,0,55,United-States,0,0.15716187099861736,0,4,0.6
58,Private,100303,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.5617951313310852,0,4,0.6
39,Private,169748,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,1589,0,55,United-States,0,0.018206588886825362,0,4,0.6
37,State-gov,183678,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,12764,0,65,United-States,0,0.9987465000619723,1,4,0.6
50,Self-emp-inc,125645,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4088,0,65,United-States,1,0.21421762485012,0,4,0.6
54,Private,200783,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0.784950498052465,1,4,0.6
75,Private,339473,Some-college,10,Divorced,Sales,Not-in-family,White,Female,14542,0,75,United-States,0,0.9978489765699623,1,4,0.6
80,Self-emp-not-inc,35468,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,10148,0,39,United-States,0,0.9604515683756207,1,4,0.6
58,Local-gov,217802,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688,0,45,United-States,1,0.9987155933263044,1,4,0.6
33,Private,198050,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,5890,0,43,United-States,0,0.0589805542397673,0,4,0.6
48,Private,199947,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,2545,0,45,United-States,0,0.01526935625057958,0,4,0.6
29,Private,152951,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,0.3452434314287251,0,4,0.6
61,,111282,7th-8th,4,Married-civ-spouse,,Husband,White,Male,15714,0,99,United-States,1,0.9818735627479189,1,4,0.6
33,Private,209067,HS-grad,9,Never-married,Other-service,Own-child,White,Female,11940,0,55,United-States,0,0.9964741220071666,1,4,0.6
62,State-gov,161075,HS-grad,9,Widowed,Tech-support,Unmarried,Black,Female,850,0,55,United-States,0,0.008285077959664265,0,4,0.6
36,Private,136310,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,7434,0,55,United-States,0,0.9979289435472828,1,4,0.6
