age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,probability,prediction,batch_id,drift_strength
76,,205479,Bachelors,13,Married-civ-spouse,,Husband,White,Male,10192,0,65,United-States,1,0.9656839553216617,1,5,0.8
38,Private,119741,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1,0.8034304571909998,1,5,0.8
66,Private,161147,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,13982,0,55,United-States,0,0.9885124117031804,1,5,0.8
55,Local-gov,198096,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,21170,0,55,United-States,1,0.9988622632545721,1,5,0.8
63,Local-gov,169182,9th,5,Widowed,Other-service,Not-in-family,White,Female,6222,0,60,Cuba,0,0.08310665333845431,0,5,0.8
21,Private,23813,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,0.017409390168901483,0,5,0.8
64,Local-gov,84808,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,12267,0,55,United-States,0,0.9954662294480723,1,5,0.8
46,Private,56121,11th,7,Divorced,Craft-repair,Unmarried,White,Male,14093,0,55,United-States,0,0.9947095707697012,1,5,0.8
60,Private,205100,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,95,United-States,1,0.9987525808306651,1,5,0.8
31,Local-gov,210308,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2335,1721,45,United-States,0,0.0010189950622942732,0,5,0.8
49,Private,106705,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,36,United-States,0,0.059235853706610865,0,5,0.8
57,Federal-gov,133973,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,5136,0,55,United-States,0,0.19121592780809724,0,5,0.8
45,Self-emp-inc,289886,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,7082,0,55,Vietnam,0,0.934667387414809,1,5,0.8
90,,29106,10th,6,Married-civ-spouse,,Husband,White,Male,6086,0,35,United-States,0,0.9833787304573032,1,5,0.8
54,Self-emp-not-inc,140474,Assoc-acdm,12,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,9598,0,50,United-States,0,0.9950571408135295,1,5,0.8
63,Private,142835,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1522,0,55,United-States,0,0.04760133898192389,0,5,0.8
48,Private,199217,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,2302,0,55,Mexico,0,0.018643867366158376,0,5,0.8
51,Private,144084,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0,0.02069075325966294,0,5,0.8
79,Private,105216,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,13254,0,31,United-States,0,0.9945334137585313,1,5,0.8
47,Local-gov,185769,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,9214,0,55,United-States,0,0.9986280158251019,1,5,0.8
44,Private,324284,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,8393,0,55,United-States,0,0.9984248260247299,1,5,0.8
42,State-gov,141297,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,1962,0,55,India,1,0.2533066105943228,0,5,0.8
46,Private,62165,Some-college,10,Never-married,Sales,Other-relative,Black,Male,8009,0,45,United-States,0,0.9480147363665741,1,5,0.8
64,Self-emp-not-inc,190333,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,9156,0,40,United-States,0,0.9893927635652205,1,5,0.8
36,Private,170031,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.5206556116570841,0,5,0.8
43,Private,972354,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,0,0.46950761863130114,0,5,0.8
74,Local-gov,136787,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,12499,0,55,United-States,0,0.9921334178978031,1,5,0.8
48,Private,41490,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,3853,0,55,United-States,0,0.007056822956622953,0,5,0.8
46,Private,217460,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4510,0,60,United-States,1,0.38017332267547244,0,5,0.8
53,Private,142579,Bachelors,13,Widowed,Sales,Unmarried,Black,Male,13316,0,65,United-States,0,0.9989439282809666,1,5,0.8
55,Local-gov,337469,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,7718,0,35,Mexico,0,0.9439348563866815,1,5,0.8
50,Self-emp-inc,140854,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,5646,0,65,United-States,1,0.9912645211439607,1,5,0.8
37,Private,242136,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,6301,0,55,United-States,0,0.04303405231519038,0,5,0.8
58,Local-gov,85341,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,9826,0,71,United-States,0,0.998345907633103,1,5,0.8
52,Private,117860,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,3329,0,55,United-States,0,0.01484086078308825,0,5,0.8
66,Self-emp-not-inc,212456,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,0,0.04419090621154809,0,5,0.8
42,Federal-gov,73514,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,5329,0,60,United-States,0,0.17290195609224818,0,5,0.8
39,Private,210498,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,907,0,95,United-States,0,0.22523733411937713,0,5,0.8
49,Private,83444,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,0.21632739527943357,0,5,0.8
29,Private,152710,10th,6,Never-married,Sales,Own-child,White,Female,4765,0,30,United-States,0,0.45618834931636226,0,5,0.8
40,Private,195520,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,White,Male,3708,0,55,Ireland,0,0.006290179354806317,0,5,0.8
40,Private,166662,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,1,0.9993351604884986,1,5,0.8
69,State-gov,254949,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,8482,0,55,United-States,1,0.9842216820596178,1,5,0.8
52,Private,276096,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,10378,0,55,United-States,0,0.9911040988783436,1,5,0.8
57,Private,175262,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,1329,0,55,India,0,0.046552492313500025,0,5,0.8
20,Private,133515,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,0,0.0023132657943565897,0,5,0.8
57,Private,112362,10th,6,Married-civ-spouse,Sales,Husband,White,Male,8245,0,55,United-States,0,0.9985038769301334,1,5,0.8
38,Private,141824,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,11399,0,55,United-States,0,0.9985379261282338,1,5,0.8
38,Private,258550,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,896,0,55,United-States,0,0.017080118203931804,0,5,0.8
31,Private,55284,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,11311,0,40,United-States,0,0.9903920981443457,1,5,0.8
