age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,probability,prediction,batch_id,drift_strength
65,Local-gov,200190,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,12756,1977,70,United-States,1,0.9969253776052188,1,6,1.0
47,Private,85799,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,12085,0,55,United-States,0,0.9980495279540517,1,6,1.0
38,,296372,HS-grad,9,Divorced,,Own-child,White,Female,11721,0,55,United-States,0,0.9948872775453385,1,6,1.0
51,Private,259716,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,9803,0,55,Mexico,0,0.9937404558034322,1,6,1.0
49,Private,190964,HS-grad,9,Separated,Exec-managerial,Own-child,White,Male,2147,0,55,United-States,0,0.023879862590594866,0,6,1.0
52,Private,112247,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,430,0,65,United-States,0,0.07279306718752056,0,6,1.0
82,,167358,9th,5,Widowed,,Unmarried,White,Female,8408,0,30,United-States,0,0.9861894231259779,1,6,1.0
41,Private,130045,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,4116,0,55,United-States,0,0.02787034665531921,0,6,1.0
75,,424591,HS-grad,9,Married-civ-spouse,,Husband,White,Male,13729,0,55,United-States,0,0.9884326440816638,1,6,1.0
29,Local-gov,39815,10th,6,Never-married,Other-service,Own-child,White,Female,12093,0,40,United-States,0,0.9904423700846942,1,6,1.0
44,Self-emp-inc,204470,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,14430,0,99,United-States,1,0.9987303198102249,1,6,1.0
67,Private,121912,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,11646,0,39,United-States,1,0.9827794981583527,1,6,1.0
30,Private,118847,12th,8,Never-married,Sales,Own-child,White,Female,13615,0,35,United-States,0,0.9951762819318137,1,6,1.0
58,Private,563883,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,8533,0,75,United-States,1,0.9986059663846066,1,6,1.0
49,Private,148581,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,6044,0,65,United-States,1,0.992369253681701,1,6,1.0
42,Private,297155,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,4907,0,55,United-States,0,0.5196442068317527,0,6,1.0
29,Private,136363,10th,6,Never-married,Other-service,Own-child,White,Male,7987,0,35,United-States,0,0.8630791269909385,1,6,1.0
59,Private,193047,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,65,United-States,1,0.9984963697690543,1,6,1.0
44,Private,206365,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,10762,0,55,United-States,0,0.9984753941638077,1,6,1.0
77,,200749,HS-grad,9,Married-civ-spouse,,Husband,White,Male,14216,0,40,United-States,0,0.9818924458224121,1,6,1.0
56,Private,212888,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,8207,0,60,United-States,0,0.9831168728867864,1,6,1.0
32,Private,105244,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,9839,0,65,United-States,0,0.9962790691485183,1,6,1.0
66,Self-emp-inc,52565,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,10886,0,85,United-States,0,0.9828516554484441,1,6,1.0
56,Private,157217,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,13593,0,55,United-States,1,0.9990695024844989,1,6,1.0
56,Private,96170,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,5373,0,35,United-States,0,0.9875258980222624,1,6,1.0
61,Private,332355,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3459,0,55,United-States,0,0.1552073745078991,0,6,1.0
55,Self-emp-not-inc,145441,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4848,0,45,United-States,1,0.42897870549621875,0,6,1.0
40,Private,120475,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,3836,0,50,United-States,0,0.015740584730432574,0,6,1.0
55,State-gov,598995,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,9775,0,55,United-States,1,0.9983018629773676,1,6,1.0
42,Private,53285,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,11481,0,67,United-States,1,0.9988792914402689,1,6,1.0
59,Private,191957,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,14918,0,55,United-States,1,0.9988403609003703,1,6,1.0
55,State-gov,242521,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10084,0,55,United-States,0,0.9938000463597515,1,6,1.0
44,State-gov,481096,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,5926,0,25,United-States,0,0.03506816959819059,0,6,1.0
41,Private,308944,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,45,0,55,United-States,0,0.02380747826365474,0,6,1.0
53,Self-emp-not-inc,200574,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,5198,1977,75,United-States,1,0.9985516027789864,1,6,1.0
57,Self-emp-not-inc,149640,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,11674,0,45,United-States,1,0.998699129407039,1,6,1.0
50,Private,161141,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,12484,0,55,United-States,0,0.9983822941121767,1,6,1.0
31,Private,164339,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,10468,0,85,United-States,0,0.9915286867677713,1,6,1.0
69,Private,47178,5th-6th,3,Divorced,Other-service,Not-in-family,White,Female,12603,0,55,United-States,0,0.9945857151216534,1,6,1.0
60,Local-gov,118972,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,4213,0,55,United-States,0,0.05961893733964316,0,6,1.0
65,Private,196763,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,10234,0,75,United-States,0,0.9820462904849635,1,6,1.0
51,Private,224466,Some-college,10,Divorced,Craft-repair,Unmarried,Black,Male,7631,0,39,United-States,0,0.9769026939325279,1,6,1.0
42,Private,221043,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,613,0,50,United-States,0,0.09001255548810462,0,6,1.0
60,,61985,9th,5,Separated,,Not-in-family,Amer-Indian-Eskimo,Female,8501,0,35,United-States,0,0.9926283154573546,1,6,1.0
84,Self-emp-not-inc,173864,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,9582,0,60,United-States,0,0.9225741862760694,1,6,1.0
43,Federal-gov,144949,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,14540,0,55,United-States,0,0.9992132390048877,1,6,1.0
57,Federal-gov,45891,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,5094,0,57,United-States,0,0.3406146978586201,0,6,1.0
49,Private,219546,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,17925,0,59,United-States,1,0.9990582266290082,1,6,1.0
54,Federal-gov,25240,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,13423,0,55,United-States,0,0.9940233436669749,1,6,1.0
51,Self-emp-not-inc,55568,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Female,8956,0,65,United-States,0,0.9971417314753009,1,6,1.0
44,Private,169589,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,14440,0,55,United-States,1,0.9989753162537196,1,6,1.0
32,Private,193586,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,11433,0,33,United-States,0,0.9981346623597743,1,6,1.0
50,Private,65624,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,7742,0,55,United-States,0,0.8960006653042902,1,6,1.0
42,Private,119562,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6792,0,55,United-States,0,0.963406416202998,1,6,1.0
53,Local-gov,231348,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,10597,0,55,United-States,0,0.9991412887279653,1,6,1.0
71,Private,162580,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Female,13611,0,50,United-States,0,0.9949468900185553,1,6,1.0
35,Private,132300,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,7669,0,55,United-States,0,0.9056645749749551,1,6,1.0
52,Private,243580,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10430,0,59,United-States,1,0.9969373432823259,1,6,1.0
56,Self-emp-not-inc,22933,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9569,0,55,United-States,0,0.9990285531483513,1,6,1.0
46,,164309,11th,7,Married-civ-spouse,,Wife,White,Female,14099,0,23,United-States,0,0.998057900047302,1,6,1.0
32,Private,73679,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,1044,0,50,United-States,0,0.006949453888335486,0,6,1.0
41,Private,298696,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,3855,0,55,United-States,0,0.01177196335223642,0,6,1.0
40,Private,355259,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,3075,0,55,United-States,1,0.784230432631836,1,6,1.0
74,,194660,HS-grad,9,Married-civ-spouse,,Husband,White,Male,3759,0,55,United-States,1,0.04877268750019619,0,6,1.0
54,Local-gov,96524,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4720,0,75,United-States,1,0.9094317010701367,1,6,1.0
65,Federal-gov,227836,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,6760,0,55,United-States,0,0.22881543820442735,0,6,1.0
36,Private,199336,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,12009,0,60,United-States,0,0.9941460049511284,1,6,1.0
46,Private,178951,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5537,0,60,United-States,0,0.9929787304284623,1,6,1.0
81,Private,141181,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,4498,0,55,United-States,0,0.12025764484823155,0,6,1.0
73,Local-gov,321117,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,1211,0,55,United-States,0,0.07915533647794327,0,6,1.0
31,Private,44797,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,11970,0,30,United-States,0,0.9915572904355237,1,6,1.0
59,Private,152572,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,10609,0,55,Puerto-Rico,0,0.9973247253915735,1,6,1.0
89,Local-gov,181974,7th-8th,4,Widowed,Adm-clerical,Not-in-family,White,Female,5356,0,55,United-States,0,0.20437560021321635,0,6,1.0
35,Private,273206,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,8403,0,38,United-States,0,0.9960827641677364,1,6,1.0
39,Local-gov,74056,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,2581,0,65,United-States,0,0.035668602100928745,0,6,1.0
59,Private,202117,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,1453,0,52,United-States,0,0.013123989482486435,0,6,1.0
48,Self-emp-not-inc,119272,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,10428,0,53,United-States,0,0.9933893323165608,1,6,1.0
68,Self-emp-inc,119891,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,14729,1672,55,United-States,0,0.976164465460228,1,6,1.0
46,Private,159322,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14682,0,65,United-States,1,0.999225211043009,1,6,1.0
64,,248113,Preschool,1,Married-spouse-absent,,Other-relative,White,Male,9943,0,55,Mexico,0,0.9425970634933768,1,6,1.0
66,Local-gov,172991,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,10425,0,55,United-States,0,0.7582696386511175,1,6,1.0
53,Private,172307,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,7075,0,55,United-States,0,0.9978908271117222,1,6,1.0
49,Self-emp-inc,99452,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,8065,0,70,United-States,1,0.9986475635550256,1,6,1.0
35,Private,178818,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,7116,0,55,United-States,0,0.6569860033205702,1,6,1.0
39,Private,359155,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,882,0,55,United-States,1,0.3313538651937548,0,6,1.0
